"","nmajor","major1","major2","BBRJ","Business Direct Admit","Combined Bacc and Masters","Dean's List","First Generation College Stdnt","FSB Scholars","Honors Program","President's List","Study Abroad Courtesy Account","Transfer Work (Pre-Banner)","Cum Laude","Magna Cum Laude","Summa Cum Laude","University Honors","UniversityHonors w/Distinction","minor1","minor2","IPEDS.Race.Ethnicity","Gender","GPA.Range","Term.Code","year.x","latin_honors","survey_city","survey_company","survey_deptfunc","survey_gradprogram","survey_gradschool","survey_internfour","survey_internone","survey_internships","survey_internthree","survey_interntwo","survey_offers","survey_plans","survey_pref_field","survey_pref_loc","survey_salary","survey_state"
"200",1,"Marketing","none",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Interactive Media Studies","Interactive Media Studies","White","Female","3.00 - 3.49",202120,"2021","0","OTHER","OTHER",NA,NA,NA,NA,"Sales Management Intern, PepsiCo","1",NA,NA,"1","seeking employment","Missing","Missing",0,"Missing"
"201",1,"Management and Leadership","none",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,"Marketing","Marketing","White","Female","3.50 - 4.00",202020,"2020","Cum Laude","CINCINNATI","OTHER","Human Resources Marketing / Sales",NA,NA,NA,"Alula","1",NA,NA,"1","accepted fulltime job","Yes","Yes",52200,"OH"
"202",2,"Business Economics","Business Analytics",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202130,"2021","0","CINCINNATI","DELOITTE","Consulting",NA,NA,NA,"Infinity Financial Solutions","2",NA,"Nielsen","4","accepted fulltime job","Yes","No",70000,"OH"
"203",1,"Business Economics","none",0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,"No Minor","No Minor","White","Female","3.50 - 4.00",201920,"2019","Magna Cum Laude","OTHER","OTHER","Finance",NA,NA,NA,"New Horizons Credit Union","2",NA,"FTJ FundChoice","1","accepted fulltime job","Yes","Yes",61136.1842105263,"KY"
"204",1,"Finance","none",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,"Arts Related","Arts Related","White","Female","3.00 - 3.49",202120,"2021","0","LOS ANGELES","OTHER","Finance Other: Fashion",NA,NA,NA,"Mayerson JCC","1",NA,NA,"1","accepted fulltime job","Yes","Yes",58500,"CA"
"205",2,"Finance","Business Analytics",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",202020,"2020","Cum Laude","CHICAGO","WEST MONROE PARTNERS","Consulting",NA,NA,NA,"Advanced Energy","2",NA,"RMB Capital","1","accepted fulltime job","Yes","Yes",70000,"IL"
"206",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Arts Related","No Minor","White","Male","3.00 - 3.49",202120,"2021","0","COLUMBUS","OTHER",NA,NA,NA,NA,"Dignified Home Loans","1",NA,NA,"1","accepted fulltime job","Missing","Missing",40000,"OH"
"207",1,"Business Economics","none",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Political Science","Political Science","White","Male","3.00 - 3.49",201920,"2019","0","OTHER","OTHER","Finance",NA,NA,NA,"United States House Small Business Committee","3","WW Grainger","Greater Cleveland Partnership","2","accepted fulltime job","Yes","Yes",65000,"IL"
"208",1,"Marketing","none",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",202120,"2021","0","OTHER","OTHER",NA,NA,NA,NA,NA,"0",NA,NA,"0","accepted fulltime job","Missing","Missing",52290.0004842615,"Missing"
"209",1,"Marketing","none",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,"Arts Related","Arts Related","White","Female","3.50 - 4.00",202120,"2021","Cum Laude","OTHER","OTHER",NA,NA,NA,NA,"Brilliant PR & Marketing","1",NA,NA,"0","seeking employment","Missing","Missing",0,"Missing"
"210",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Entrepreneurship","No Minor","White","Male","3.00 - 3.49",202120,"2021","0","OTHER","OTHER",NA,NA,NA,NA,NA,"4",NA,NA,NA,"seeking employment","Missing","Missing",0,"Missing"
"211",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202120,"2021","0","BOSTON","OTHER",NA,NA,NA,NA,"Element","3","Procursys","Jason Stone Injury Lawyers","1","accepted fulltime job","Yes","Yes",52290.0004842615,"MA"
"212",1,"Supply Chain & Operations Mgmt","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Multi Racial","Male","2.00 - 2.49",202120,"2021","0","OTHER","OTHER",NA,NA,NA,NA,"Fedex Ground","1",NA,NA,"0","accepted fulltime job","Yes","Yes",49920,"OH"
"213",1,"Human Capital Mgmt& Leadership","none",1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,"Language","Language","White","Male","3.50 - 4.00",202110,"2021","Cum Laude","CINCINNATI","OTHER",NA,NA,NA,NA,NA,NA,"0",NA,"0","accepted parttime job","Yes","Yes",26520,"OH"
"214",1,"Marketing","none",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Supply Chain Management","No Minor","White","Female","3.50 - 4.00",201920,"2019","Cum Laude","CHICAGO","OTHER","Marketing / Sales",NA,NA,NA,"gartner","1",NA,NA,"3","accepted fulltime job","Yes","Yes",50000,"iL"
"215",1,"Supply Chain & Operations Mgmt","none",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",202120,"2021","Cum Laude","INDIANAPOLIS","DHL",NA,NA,NA,NA,"JPMorgan Chase","1",NA,NA,"0","accepted fulltime job","Yes","No",55000,"IN"
"216",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Interactive Media Studies","No Minor","White","Female","3.00 - 3.49",202120,"2021","0","OTHER","CDW","Marketing / Sales",NA,NA,NA,"Alstede Farms","1",NA,NA,"1","accepted fulltime job","No","Yes",30000,"NJ"
"217",1,"Business Economics","none",0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,"Business Analytics","Business Analytics","White","Female","3.50 - 4.00",202020,"2020","Summa Cum Laude","TOLEDO","PWC","IT Assurance / IT Audit","ECO",NA,NA,"PricewaterhouseCoopers","1",NA,NA,"1","accepted fulltime job","Yes","Yes",55000,"OH"
"218",1,"Supply Chain & Operations Mgmt","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Information Systems","No Minor","White","Male","3.00 - 3.49",202020,"2020","0","COLUMBUS","DHL","Logistics / Supply Chain Operations / Procurement",NA,NA,NA,"DHL Supply Chain","1",NA,NA,"1","accepted fulltime job","Yes","Yes",52500,"OH"
"219",2,"Accountancy","Supply Chain & Operations Mgmt",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"No Minor","No Minor","Multi Racial","Male","3.00 - 3.49",202120,"2021","0","OTHER","RSM","Accounting Consulting",NA,NA,NA,"RSM US LLP","1",NA,NA,"1","accepted fulltime job","Yes","Yes",62500,"IL"
"220",1,"Accountancy","none",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",202020,"2020","0","OTHER","OTHER","Accounting","MAcc",NA,NA,NA,"0",NA,NA,"2","accepted fulltime job","Yes","Yes",57500,"IN"
"221",1,"Supply Chain & Operations Mgmt","none",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Entrepreneurship","No Minor","Black or African American","Female","3.50 - 4.00",202020,"2020","Cum Laude","MINNEAPOLIS","OTHER",NA,NA,NA,NA,"VelocityEHS","3","Artful Living Magazine","Palo Alto Networks",NA,"accepted fulltime job","Missing","Missing",56790.6666666667,"MN"
"222",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Accountancy","No Minor","White","Male","3.50 - 4.00",202020,"2020","Summa Cum Laude","CHICAGO","OTHER","Finance",NA,NA,NA,"CapitalWorks LLC","2",NA,"William Blair & Company","1","accepted fulltime job","Yes","Yes",85000,"IL"
"223",1,"Business Analytics","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marketing","No Minor","White","Female","3.00 - 3.49",202020,"2020","0","CHICAGO","PROTIVITI",NA,NA,NA,NA,"Victoria's Secret","3","Ohio Health Care Association","Victoria's Secret",NA,"accepted fulltime job","Missing","Missing",66500,"IL"
"224",1,"Accountancy","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Information Systems","Information Systems","White","Male","3.00 - 3.49",202020,"2020","0","OTHER","TEXTRON","Accounting Finance",NA,NA,NA,"Textron Specialized Vehicles","2",NA,"Textron Bell","2","accepted fulltime job","Yes","No",65000,"RI"
"225",1,"Management and Leadership","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",201920,"2019","0","CLEVELAND","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,"accepted fulltime job","Missing","Missing",50000,"OH"
"226",1,"Accountancy","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sport Management","No Minor","White","Male","3.00 - 3.49",201920,"2019","0","CLEVELAND","OTHER","Accounting",NA,NA,NA,"BDO","1",NA,NA,"1","accepted fulltime job","Yes","Yes",50000,"Ohio"
"227",1,"Human Capital Mgmt& Leadership","none",0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,"Language","Language","White","Female","3.50 - 4.00",202120,"2021","Cum Laude","NEW YORK","OTHER","Human Resources",NA,NA,NA,"Fiserv","1",NA,NA,"1","accepted fulltime job","Yes","Yes",70000,"NY"
"228",1,"Management and Leadership","none",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,"Marketing","Marketing","White","Female","3.00 - 3.49",202020,"2020","0","CHICAGO","OTHER","Marketing / Sales",NA,NA,NA,"Weiman Products","2",NA,"Blue Cross Blue Shield","0","accepted fulltime job","Yes","Yes",50000,"IL"
"229",1,"Marketing","none",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"No Minor","No Minor","White","Male","2.50 - 2.99",201920,"2019","0","COLUMBUS","OTHER","Marketing/Sales",NA,NA,NA,"Worthington Industries","1",NA,NA,"3","accepted fulltime job","Yes","Yes",44000,"OH"
"230",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202120,"2021","0","OTHER","OTHER",NA,NA,NA,NA,NA,"2",NA,NA,NA,"seeking employment","Missing","Missing",0,"Missing"
"231",1,"Supply Chain & Operations Mgmt","none",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Marketing","No Minor","Multi Racial","Male","3.00 - 3.49",201920,"2019","0","CINCINNATI","OTHER","Logistics / Supply Chain",NA,NA,NA,"Amazon","2",NA,"Regal Beloit","4","accepted fulltime job","Yes","Yes",62000,"Ohio"
"232",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Business Analytics","No Minor","White","Male","3.00 - 3.49",202120,"2021","0","COLUMBUS","OTHER","Finance General Management Operations / Procurement",NA,NA,NA,"ALE Solutions","2",NA,"Fresenius Kabi","2","accepted fulltime job","Yes","Yes",63000,"OH"
"233",1,"Finance","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Engineering/Science","No Minor","Multi Racial","Male","3.00 - 3.49",202020,"2020","0","CLEVELAND","OTHER","Finance Information Technology",NA,NA,NA,"Charles Schwab","1",NA,NA,"1","accepted fulltime job","Yes","Yes",60000,"OH"
"234",1,"Business Economics","none",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,"International Business","International Business","White","Female","3.50 - 4.00",201920,"2019","Cum Laude","COLUMBUS","JP MORGAN","Finance",NA,NA,NA,"Quicken Loans","2",NA,"J.P. Morgan","2","accepted fulltime job","Yes","Yes",55000,"Ohio"
"235",1,"Accountancy","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202120,"2021","0","OTHER","OTHER",NA,NA,NA,NA,"Plante Moran","2",NA,"Wheels Inc","2","accepted fulltime job","Yes","Yes",65000,"IL"
"236",2,"Management and Leadership","Marketing",0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",202020,"2020","Magna Cum Laude","OTHER","OTHER","Marketing / Sales",NA,NA,NA,"Textron Systems","2",NA,"CenturyLink","1","accepted fulltime job","Yes","No",50000,"TX"
"237",1,"Supply Chain & Operations Mgmt","none",0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,"Information Systems","Information Systems","White","Male","3.50 - 4.00",201920,"2019","Magna Cum Laude","OTHER","OTHER","Logistics / Supply Chain
 Operations / Procurement",NA,NA,NA,"Dwellworks","2",NA,"Swagelok","2","accepted fulltime job","Yes","Yes",53500,"OH"
"238",1,"Management and Leadership","none",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Black or African American","Male","2.50 - 2.99",202020,"2020","0","NEW YORK","EY","Consulting",NA,NA,NA,"Ernst & Young","3","Ernst & Young","Ernst & Young","1","accepted fulltime job","Yes","Yes",72500,"NY"
"239",1,"Finance","none",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",202120,"2021","Cum Laude","OTHER","OTHER",NA,NA,NA,NA,"RGA","2",NA,NA,"1","accepted fulltime job","Yes","Yes",61136.7951582868,"MO"
"240",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","2.50 - 2.99",202020,"2020","0","CHICAGO","OTHER",NA,NA,NA,NA,"Keyfactor","3","ShurTech Brands","ShurTech Brands",NA,"accepted fulltime job","Missing","Missing",52290.0004842615,"IL"
"241",1,"Marketing","none",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Information Systems","Information Systems","White","Female","3.00 - 3.49",202020,"2020","0","OTHER","OTHER",NA,NA,NA,NA,"Hubbard Radio","3","Hub Group","Hubbard Radio","0","seeking employment","Missing","Missing",0,"Missing"
"242",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",201920,"2019","0","OTHER","OTHER",NA,NA,NA,NA,"Nikki Martinkovic","1",NA,NA,"2","seeking employment","Missing","Missing",0,"Missing"
"243",1,"Marketing","none",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Humanities","Humanities","White","Female","3.00 - 3.49",202120,"2021","0","COLUMBUS","OTHER",NA,NA,NA,NA,"GE","1",NA,NA,"1","accepted fulltime job","No","Yes",40000,"OH"
"244",1,"Finance","none",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",202120,"2021","Magna Cum Laude","CHICAGO","FIFTH THIRD BANK",NA,NA,NA,"Huntington Bank","Nationwide","4","Nationwide","Nationwide","3","accepted fulltime job","Missing","Missing",63000,"IL"
"245",1,"Accountancy","none",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",202120,"2021","Cum Laude","DETROIT","EY","Accounting",NA,NA,NA,"Ernst & Young","1",NA,NA,"1","accepted fulltime job","Yes","Yes",58000,"MI"
"246",1,"Supply Chain & Operations Mgmt","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Hispanic/Latino","Male","3.00 - 3.49",201920,"2019","0","CINCINNATI","FIFTH THIRD BANK","Operations / Procurement",NA,NA,NA,NA,"2",NA,NA,"2","accepted fulltime job","Yes","Yes",56790.6666666667,"OH"
"247",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Supply Chain Management","Supply Chain Management","Hispanic/Latino","Female","3.50 - 4.00",202120,"2021","Cum Laude","CHICAGO","PEPSICO",NA,NA,NA,NA,"Fifth Third Bank","1",NA,NA,"0","accepted fulltime job","No","Yes",65000,"IL"
"248",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Economics","Humanities","White","Male","2.50 - 2.99",202130,"2021","0","OTHER","OTHER",NA,NA,NA,NA,"Student Painters","1",NA,NA,"3","seeking employment","Missing","Missing",0,"Missing"
"249",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Media Related","No Minor","White","Female","3.50 - 4.00",202120,"2021","Cum Laude","COLUMBUS","OTHER",NA,NA,NA,NA,NA,"3",NA,NA,NA,"accepted fulltime job","Missing","Missing",60000,"OH"
"250",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Economics","No Minor","White","Male","3.00 - 3.49",201920,"2019","0","CHICAGO","OTHER",NA,NA,NA,NA,"Wintrust Wealth Management",NA,NA,"Breakthrough Beverage Group",NA,"accepted fulltime job","Missing","Missing",40000,"IL"
"251",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202020,"2020","0","OTHER","OTHER",NA,NA,NA,NA,"LexisNexis","2",NA,"ACCO Brands","2","seeking employment","Missing","Missing",0,"Missing"
"252",2,"Information Systems","Supply Chain & Operations Mgmt",0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,"Business Analytics","Business Analytics","White","Male","3.50 - 4.00",201920,"2019","Summa Cum Laude","OTHER","OTHER","Operations / Procurement","Master of Business Administration (Early Admission Program)","Massachusetts Institute of Technology",NA,"Forest City Gear","3","Textron (Textron Aviation Business Unit)","Textron (Greenlee Business Unit)","2","accepted fulltime job","Yes","Yes",62000,"IL"
"253",1,"Supply Chain & Operations Mgmt","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sport Management","No Minor","White","Male","3.00 - 3.49",202110,"2021","0","COLUMBUS","OTHER","Operations / Procurement",NA,NA,NA,"Honda of America Mfg., Inc.","3","Honda of America Mfg., Inc.","Honda of America Mfg., Inc.","2","accepted fulltime job","Yes","Yes",50000,"OH"
"254",1,"Marketing","none",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,"Humanities","Humanities","Multi Racial","Female","3.00 - 3.49",202120,"2021","0","CHICAGO","OTHER",NA,NA,NA,NA,"MOLO","2",NA,"MOLO","1","accepted fulltime job","Missing","Missing",45000,"IL"
"255",1,"Accountancy","none",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"Information Systems","Information Systems","White","Male","3.50 - 4.00",202020,"2020","Cum Laude","CINCINNATI","DELOITTE","Accounting","MAcc",NA,NA,"Deloitte","1",NA,NA,"1","accepted fulltime job","Yes","Yes",53000,"OH"
"256",1,"Finance","none",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Accountancy","Accountancy","White","Male","3.00 - 3.49",202120,"2021","0","MILWAUKEE","OTHER","Accounting Analytics Finance",NA,NA,NA,"Aldi USA","1",NA,NA,"2","accepted fulltime job","Yes","Yes",55000,"WI"
"257",1,"Finance","none",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Humanities","Humanities","White","Male","2.50 - 2.99",202120,"2021","0","COLUMBUS","OTHER",NA,NA,NA,NA,"State Farm","2",NA,"SITE Center","3","accepted fulltime job","Yes","Yes",45000,"OH"
"258",1,"Supply Chain & Operations Mgmt","none",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202115,"2021","0","OTHER","OTHER",NA,NA,NA,NA,"Wakefern Food Corp","1",NA,NA,"1","seeking employment","Missing","Missing",0,"Missing"
"259",1,"Finance","none",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Hispanic/Latino","Female","3.00 - 3.49",201920,"2019","0","OTHER","OTHER","Finance",NA,NA,NA,"Motion control robotics","1",NA,NA,"1","accepted fulltime job","Yes","Yes",60000,"Ohio"
"260",1,"Finance","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Humanities","No Minor","White","Male","2.50 - 2.99",201920,"2019","0","OTHER","OTHER","Finance",NA,NA,NA,"Halite Partners, Inc.","1",NA,NA,"6","accepted fulltime job","Yes","Yes",45000,"OH"
"261",1,"Supply Chain & Operations Mgmt","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",201920,"2019","0","CHICAGO","OTHER","Logistics / Supply Chain",NA,NA,NA,"Meijer Inc.","1",NA,NA,"2","accepted fulltime job","Yes","Yes",62000,"Illinois"
"262",1,"Information Systems","none",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",202120,"2021","0","COLUMBUS","OTHER","Consulting Information Technology",NA,NA,NA,"HMB Inc.","1",NA,NA,"1","accepted fulltime job","Yes","Yes",67500,"OH"
"263",1,"Finance","none",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,"No Minor","No Minor","White","Male","3.50 - 4.00",201920,"2019","Cum Laude","CHICAGO","OTHER","Other: Project Development",NA,NA,"Solar Energy Industries Association","Foresight Design Initiative","4","Brookfield Properties Retail Group","Chicago Wilderness","2","accepted fulltime job","Yes","Yes",35360,"IL"
"264",1,"Supply Chain & Operations Mgmt","none",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",202020,"2020","0","BOSTON","OTHER",NA,NA,NA,NA,"PepsiCo","1",NA,NA,NA,"accepted fulltime job","Missing","Missing",56790.6666666667,"MA"
"265",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mangement and Leadership","No Minor","White","Female","3.00 - 3.49",201920,"2019","0","MILWAUKEE","OTHER","Marketing / Sales",NA,NA,NA,"Prall Marketing","2",NA,"Norfolk Southern","1","accepted fulltime job","Yes","Yes",50000,"WI"
"266",1,"Marketing","none",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",201920,"2019","0","OTHER","OTHER","Finance",NA,NA,NA,"ALDI","2",NA,"High Speed LLC","3","accepted fulltime job","No","Yes",80000,"MI"
"267",1,"Finance","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",201920,"2019","0","OTHER","OTHER",NA,NA,NA,NA,"Finance Intern, Cabell Huntington Hospital","2",NA,"Accounting Intern, American Modern Insurance Group","0","seeking employment","Missing","Missing",0,"Missing"
"268",1,"Business Economics","none",0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,"Language","Language","White","Male","3.50 - 4.00",202120,"2021","Summa Cum Laude","CINCINNATI","OTHER","Analytics Consulting",NA,NA,NA,"84.51","1",NA,NA,"1","accepted fulltime job","Yes","Yes",67000,"OH"
"269",1,"Information Systems","none",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",201920,"2019","0","COLUMBUS","DHL","Analytics
 IT Assurance / IT Audit
 Logistics / Supply Chain
 Information Technology",NA,NA,NA,"ONU One","2",NA,"Quicken Loans","2","accepted fulltime job","Yes","Yes",58500,"Ohio"
"270",1,"Information Systems","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",201920,"2019","0","CHICAGO","WEST MONROE PARTNERS","Consulting",NA,NA,NA,"Quality Gold","3","West Monroe Partners","Interlink","1","accepted fulltime job","Yes","Yes",72000,"IL"
"271",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Entrepreneurship","No Minor","Unknown","Female","3.00 - 3.49",202120,"2021","0","CHICAGO","OTHER","Marketing / Sales",NA,NA,NA,"Gallagher Insurance","2",NA,"Stryker","4","accepted fulltime job","Yes","Yes",61000,"IL"
"272",2,"Accountancy","Finance",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",201920,"2019","Magna Cum Laude","CLEVELAND","EY","Accounting",NA,NA,NA,"EY","1",NA,NA,"2","accepted fulltime job","Yes","Yes",53000,"Ohio"
"273",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Economics","No Minor","White","Male","3.50 - 4.00",202120,"2021","Cum Laude","OTHER","OTHER",NA,NA,NA,NA,"Daniels Trading","3","ADM Investor Services","Top Third Marketing","0","seeking employment","Missing","Missing",0,"Missing"
"274",1,"Finance","none",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Business Analytics","No Minor","White","Male","3.50 - 4.00",202020,"2020","Cum Laude","CHICAGO","WEST MONROE PARTNERS","Consulting",NA,NA,NA,"Financial Data and Analytics Intern, UMB","2",NA,"Customer Experience Intern, West Monroe","1","accepted fulltime job","Yes","Yes",70000,"IL"
"275",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Accountancy","Arts Related","White","Male","3.50 - 4.00",202120,"2021","Cum Laude","OTHER","OTHER",NA,NA,NA,NA,"Sedgwick Claims and Management Services","2",NA,"Zurich Insurance","0","seeking employment","Missing","Missing",0,"Missing"
"276",1,"Marketing","none",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,"Arts Related","Arts Related","Asian","Female","3.00 - 3.49",202020,"2020","0","COLUMBUS","OTHER","Advertising / Public Relations Analytics Marketing / Sales",NA,NA,"Social Media Strategy, Crossroads Church","Mortgage Banking, Quicken Loans","4","Social Media Strategy, LBrands - Mast Global","Logistics, Ravago Americas","1","accepted fulltime job","Yes","Yes",60000,"OH"
"277",1,"Finance","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","2.00 - 2.49",201920,"2019","0","OTHER","OTHER",NA,NA,NA,NA,NA,"0",NA,NA,"0","seeking employment","Missing","Missing",0,"Missing"
"278",1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Hispanic/Latino","Female","3.00 - 3.49",202020,"2020","0","DUBLIN","OTHER","Marketing / Sales",NA,NA,NA,"IGS Energy","2",NA,"IGS Energy","1","accepted fulltime job","Yes","Yes",55000,"OH"
"279",1,"Supply Chain & Operations Mgmt","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","2.50 - 2.99",201920,"2019","0","OTHER","OTHER","Logistics/Supply Chain",NA,NA,NA,NA,NA,NA,NA,NA,"accepted fulltime job","Yes","Yes",56790.6666666667,"AZ"
"280",1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202120,"2021","0","CINCINNATI","OTHER",NA,NA,NA,NA,"Cincinnati Reds","2",NA,"Northwestern Mutual","1","accepted fulltime job","Missing","Missing",61136.7951582868,"OH"
"281",1,"Accountancy","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Business Analytics","No Minor","White","Male","3.00 - 3.49",201920,"2019","0","CINCINNATI","OTHER","Accounting",NA,NA,NA,NA,"RPT",NA,NA,"1","accepted fulltime job","Yes","Yes",56000,"Ohio"
"282",1,"Finance","none",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Business Analytics","Business Analytics","Hispanic/Latino","Male","3.00 - 3.49",202120,"2021","0","CINCINNATI","OTHER",NA,NA,NA,NA,NA,"0",NA,NA,"1","accepted fulltime job","Yes","Yes",50000,"OH"
"283",2,"Finance","Marketing",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,"Arts Related","Arts Related","Hispanic/Latino","Female","3.00 - 3.49",202020,"2020","0","NEW YORK","OTHER","Consulting Other: Information Services",NA,NA,NA,"Itzi Consulting","2",NA,"Luxottica","3","accepted fulltime job","Yes","Yes",60000,"NY"
